Station_ID,Station_Name,Go_live_date,Region ,Status,properties.kioskId,lat,lon
4417,Magnolia & Cartwright,8/5/2019,North Hollywood,Active,4417,34.16495,-118.36363
4418,Lankershim & Moorpark,8/5/2019,North Hollywood,Active,4418,34.15069,-118.36613
4419,Magnolia & Clybourn,8/5/2019,North Hollywood,Active,4419,34.16522,-118.35515
4420,North Hollywood Station,8/5/2019,North Hollywood,Active,4420,34.16863,-118.37707
4422,Riverside & Cahuenga,8/5/2019,North Hollywood,Active,4422,34.15214,-118.36195
4425,Mariota & Riverside,8/5/2019,North Hollywood,Active,4425,34.152,-118.3506
4426,Tujunga & Moorpark,8/5/2019,North Hollywood,Active,4426,34.14987,-118.37889
4427,Vineland & Otsego,8/5/2019,North Hollywood,Active,4427,34.16289,-118.37016
4428,Lankershim & Hesby,8/5/2019,North Hollywood,Active,4428,34.16171,-118.37282
4429,Chandler & Cahuenga,8/5/2019,North Hollywood,Active,4429,34.16875,-118.36187
4430,Vineland & Burbank,8/5/2019,North Hollywood,Active,4430,34.17245,-118.37037
4431,Lankershim & Califa,8/5/2019,North Hollywood,Active,4431,34.17766,-118.38228
4432,Public Bike Rack: Universal City/Studio City Red Line Station,8/23/2019,North Hollywood,Active,4432,34.13957,-118.36225
4436,Vermont & Franklin,9/4/2019,DTLA,Active,4436,34.10578,-118.29194
4437,Franklin & Hillhurst,9/4/2019,DTLA,Active,4437,34.10536,-118.28727
4438,Hoover & Fountain,9/5/2019,DTLA,Active,4438,34.09493,-118.28456
4440,Wilshire & Alexandria,9/11/2019,DTLA,Active,4440,34.06166,-118.29824
4441,University & 30th,9/11/2019,DTLA,Active,4441,34.02662,-118.28181
4442,Normandie & Sunset,9/12/2019,DTLA,Active,4442,34.098,-118.30047
4443,Flower & Jefferson,9/12/2019,DTLA,Active,4443,34.02166,-118.27869
4444,Wilshire & Hobart,9/26/2019,DTLA,Active,4444,34.06162,-118.30557
4445,Sunset & Douglas,9/18/2019,DTLA,Active,4445,34.07364,-118.25157
4446,James M. Wood & Alvarado,10/2/2019,DTLA,Active,4446,34.05323,-118.27842
4447,Rampart & Wilshire,10/2/2019,DTLA,Active,4447,34.0616,-118.28199
4449,12th & Valencia,9/25/2019,DTLA,Active,4449,34.04557,-118.27419
4453,Lucile & Hoover,9/25/2019,DTLA,Active,4453,34.08265,-118.28439
